1,Time,Displacement,Force
,(s),(mm),(N)
"","30.7000","7.6683","0.1829"
"","30.7200","7.6733","0.1819"
"","30.7400","7.6783","0.2473"
"","30.7600","7.6833","0.2368"
"","30.7800","7.6883","0.0883"
"","30.8000","7.6933","0.0494"
"","30.8200","7.6983","0.2877"
"","30.8400","7.7033","0.3740"
"","30.8600","7.7083","0.1381"
"","30.8800","7.7133","-0.0887"
"","30.9000","7.7183","-0.1050"
"","30.9200","7.7233","-0.1693"
"","30.9400","7.7283","-0.3130"
"","30.9600","7.7333","-0.0018"
"","30.9800","7.7383","0.0202"
"","31.0000","7.7433","-0.1619"
"","31.0200","7.7483","-0.3187"
"","31.0400","7.7533","-0.1650"
"","31.0600","7.7583","-0.0421"
"","31.0800","7.7633","0.0619"
"","31.1000","7.7683","-0.0212"
"","31.1200","7.7733","-0.1167"
"","31.1400","7.7783","-0.0790"
"","31.1600","7.7833","-0.1049"
"","31.1800","7.7883","-0.1255"
"","31.2000","7.7933","-0.0109"
"","31.2200","7.7983","0.0958"
"","31.2400","7.8033","0.2070"
"","31.2600","7.8083","-0.0658"
"","31.2800","7.8133","-0.0304"
"","31.3000","7.8183","-0.0763"
"","31.3200","7.8233","-0.0757"
"","31.3400","7.8283","-0.0112"
"","31.3600","7.8333","-0.0416"
"","31.3800","7.8383","-0.0517"
"","31.4000","7.8433","0.0115"
"","31.4200","7.8483","0.0545"
"","31.4400","7.8533","-0.0462"
"","31.4600","7.8583","0.0435"
"","31.4800","7.8633","-0.0008"
"","31.5000","7.8683","0.0502"
"","31.5200","7.8733","-0.0092"
"","31.5400","7.8783","0.1341"
"","31.5600","7.8833","0.2671"
"","31.5800","7.8883","0.1284"
"","31.6000","7.8933","0.0196"
"","31.6200","7.8983","-0.0948"
"","31.6400","7.9033","0.1224"
"","31.6600","7.9083","0.1616"
"","31.6800","7.9133","0.1638"
"","31.7000","7.9183","0.1816"
"","31.7200","7.9233","0.1248"
"","31.7400","7.9283","0.2063"
"","31.7600","7.9333","0.1077"
"","31.7800","7.9383","0.0367"
"","31.8000","7.9433","0.0518"
"","31.8200","7.9483","-0.1154"
"","31.8400","7.9533","-0.1396"
"","31.8600","7.9583","0.0157"
"","31.8800","7.9633","0.0783"
"","31.9000","7.9683","-0.0322"
"","31.9200","7.9733","-0.0615"
"","31.9400","7.9783","0.0047"
"","31.9600","7.9833","-0.0099"
"","31.9800","7.9883","-0.1736"
"","32.0000","7.9933","-0.0139"
"","32.0200","7.9983","0.1080"
"","32.0400","8.0033","0.1485"
"","32.0600","8.0083","-0.0063"
"","32.0800","8.0133","-0.0860"
"","32.1000","8.0183","-0.1048"
"","32.1200","8.0233","-0.0688"
"","32.1400","8.0283","-0.0528"
"","32.1600","8.0333","-0.0025"
"","32.1800","8.0383","-0.0088"
"","32.2000","8.0433","-0.0632"
"","32.2200","8.0483","-0.0839"
"","32.2400","8.0533","-0.2053"
"","32.2600","8.0583","-0.1636"
"","32.2800","8.0633","-0.1470"
"","32.3000","8.0683","-0.1404"
"","32.3200","8.0733","0.0229"
"","32.3400","8.0783","0.1291"
"","32.3600","8.0833","0.2362"
"","32.3800","8.0883","0.1066"
"","32.4000","8.0933","0.0184"
"","32.4200","8.0983","-0.0948"
"","32.4400","8.1033","-0.0220"
"","32.4600","8.1083","-0.1417"
"","32.4800","8.1133","-0.1542"
"","32.5000","8.1183","-0.2736"
"","32.5200","8.1233","-0.1691"
"","32.5400","8.1283","-0.0791"
"","32.5600","8.1333","-0.0233"
"","32.5800","8.1383","0.0076"
"","32.6000","8.1433","-0.1045"
"","32.6200","8.1483","0.0564"
"","32.6400","8.1533","-0.0006"
"","32.6600","8.1583","0.0629"
"","32.6800","8.1633","-0.0657"
"","32.7000","8.1683","-0.0057"
"","32.7200","8.1733","-0.1546"
"","32.7400","8.1783","-0.2138"
"","32.7600","8.1833","0.0522"
"","32.7800","8.1883","0.0711"
"","32.8000","8.1933","0.2928"
"","32.8200","8.1983","0.1703"
"","32.8400","8.2033","-0.0105"
"","32.8600","8.2083","-0.2258"
"","32.8800","8.2133","-0.2019"
"","32.9000","8.2183","-0.2082"
"","32.9200","8.2233","-0.2933"
"","32.9400","8.2283","-0.2502"
"","32.9600","8.2333","-0.0604"
"","32.9800","8.2383","-0.1548"
"","33.0000","8.2433","-0.1590"
"","33.0200","8.2483","-0.0124"
"","33.0400","8.2533","-0.0024"
"","33.0600","8.2583","-0.1508"
"","33.0800","8.2633","-0.0129"
"","33.1000","8.2683","0.0053"
"","33.1200","8.2733","0.0496"
"","33.1400","8.2783","0.0882"
"","33.1600","8.2833","0.0471"
"","33.1800","8.2883","-0.0558"
"","33.2000","8.2933","-0.1114"
"","33.2200","8.2983","0.0030"
"","33.2400","8.3033","0.1687"
"","33.2600","8.3083","0.2236"
"","33.2800","8.3133","0.0474"
"","33.3000","8.3183","-0.0721"
"","33.3200","8.3233","-0.1842"
"","33.3400","8.3283","-0.0616"
"","33.3600","8.3333","0.0279"
"","33.3800","8.3383","0.0509"
"","33.4000","8.3433","0.1533"
"","33.4200","8.3483","0.2687"
"","33.4400","8.3533","0.2109"
"","33.4600","8.3583","0.2763"
"","33.4800","8.3633","0.2289"
"","33.5000","8.3683","0.1084"
"","33.5200","8.3733","0.0803"
"","33.5400","8.3783","-0.1372"
"","33.5600","8.3833","-0.0336"
"","33.5800","8.3883","0.1432"
"","33.6000","8.3933","0.0627"
"","33.6200","8.3983","0.0178"
"","33.6400","8.4033","0.1497"
"","33.6600","8.4083","0.1193"
"","33.6800","8.4133","-0.0922"
"","33.7000","8.4183","-0.0223"
"","33.7200","8.4233","-0.0929"
"","33.7400","8.4283","-0.1264"
"","33.7600","8.4333","-0.0158"
"","33.7800","8.4383","0.1189"
"","33.8000","8.4433","-0.0295"
"","33.8200","8.4483","-0.1055"
"","33.8400","8.4533","-0.0226"
"","33.8600","8.4583","0.0837"
"","33.8800","8.4633","0.0769"
"","33.9000","8.4683","-0.0216"
"","33.9200","8.4733","-0.1024"
"","33.9400","8.4783","-0.1425"
"","33.9600","8.4833","-0.1852"
"","33.9800","8.4883","0.0144"
"","34.0000","8.4933","0.2774"
"","34.0200","8.4983","0.1586"
"","34.0400","8.5033","-0.0571"
"","34.0600","8.5083","-0.1423"
"","34.0800","8.5133","0.0781"
"","34.1000","8.5183","0.2637"
"","34.1200","8.5233","0.2076"
"","34.1400","8.5283","0.0094"
"","34.1600","8.5333","-0.1070"
"","34.1800","8.5383","-0.0907"
"","34.2000","8.5433","-0.0066"
"","34.2200","8.5483","0.0163"
"","34.2400","8.5533","-0.0002"
"","34.2600","8.5583","-0.0139"
"","34.2800","8.5633","0.0964"
"","34.3000","8.5683","0.2926"
"","34.3200","8.5733","0.0278"
"","34.3400","8.5783","-0.0392"
"","34.3600","8.5833","0.0986"
"","34.3800","8.5883","0.0178"
"","34.4000","8.5933","0.2585"
"","34.4200","8.5983","0.2069"
"","34.4400","8.6033","0.1948"
"","34.4600","8.6083","0.0183"
"","34.4800","8.6133","-0.0896"
"","34.5000","8.6183","-0.0180"
"","34.5200","8.6233","0.0200"
"","34.5400","8.6283","0.1404"
"","34.5600","8.6333","0.0023"
"","34.5800","8.6383","0.1157"
"","34.6000","8.6433","0.3118"
"","34.6200","8.6483","0.2321"
"","34.6400","8.6533","0.0615"
"","34.6600","8.6583","-0.1178"
"","34.6800","8.6633","-0.0076"
"","34.7000","8.6683","0.0814"
"","34.7200","8.6733","0.0501"
"","34.7400","8.6783","-0.0663"
"","34.7600","8.6833","-0.1595"
"","34.7800","8.6883","-0.2404"
"","34.8000","8.6933","-0.1690"
"","34.8200","8.6983","-0.1390"
"","34.8400","8.7033","-0.0685"
"","34.8600","8.7083","-0.0250"
"","34.8800","8.7133","-0.1829"
"","34.9000","8.7183","-0.0243"
"","34.9200","8.7233","0.0265"
"","34.9400","8.7283","0.0005"
"","34.9600","8.7333","0.0672"
"","34.9800","8.7383","-0.0014"
"","35.0000","8.7433","0.0981"
"","35.0200","8.7483","0.0813"
"","35.0400","8.7533","0.0349"
"","35.0600","8.7583","-0.0339"
"","35.0800","8.7633","-0.1002"
"","35.1000","8.7683","0.0475"
"","35.1200","8.7733","-0.0832"
"","35.1400","8.7783","-0.0888"
"","35.1600","8.7833","-0.2605"
"","35.1800","8.7883","-0.3715"
"","35.2000","8.7933","-0.2676"
"","35.2200","8.7983","-0.0786"
"","35.2400","8.8033","0.0232"
"","35.2600","8.8083","0.1361"
"","35.2800","8.8133","0.1387"
"","35.3000","8.8182","0.1486"
"","35.3200","8.8232","0.1085"
"","35.3400","8.8282","0.2336"
"","35.3600","8.8332","0.2150"
"","35.3800","8.8383","0.1999"
"","35.4000","8.8433","-0.1135"
"","35.4200","8.8483","-0.2135"
"","35.4400","8.8533","-0.1619"
"","35.4600","8.8583","0.0353"
"","35.4800","8.8633","0.0868"
"","35.5000","8.8683","0.0713"
"","35.5200","8.8733","0.1157"
"","35.5400","8.8783","0.1600"
"","35.5600","8.8833","0.0488"
"","35.5800","8.8883","0.0727"
"","35.6000","8.8933","-0.0951"
"","35.6200","8.8983","-0.1667"
"","35.6400","8.9033","-0.0695"
"","35.6600","8.9083","-0.0271"
"","35.6800","8.9133","-0.0495"
"","35.7000","8.9183","-0.1841"
"","35.7200","8.9233","-0.1072"
"","35.7400","8.9283","-0.1151"
"","35.7600","8.9333","-0.0590"
"","35.7800","8.9383","0.1369"
"","35.8000","8.9433","0.0578"
"","35.8200","8.9483","0.0185"
"","35.8400","8.9533","0.0618"
"","35.8600","8.9583","0.1475"
"","35.8800","8.9633","0.0196"
"","35.9000","8.9683","-0.0901"
"","35.9200","8.9733","-0.1892"
"","35.9400","8.9783","-0.1169"
"","35.9600","8.9833","0.0818"
"","35.9800","8.9883","0.0793"
"","36.0000","8.9933","0.0986"
"","36.0200","8.9983","0.0898"
"","36.0400","9.0033","0.0368"
"","36.0600","9.0083","0.0397"
"","36.0800","9.0133","0.0745"
"","36.1000","9.0183","0.0756"
"","36.1200","9.0233","0.1701"
"","36.1400","9.0283","0.0746"
"","36.1600","9.0333","-0.0996"
"","36.1800","9.0383","0.0106"
"","36.2000","9.0433","0.1214"
"","36.2200","9.0483","0.0800"
"","36.2400","9.0533","-0.0046"
"","36.2600","9.0583","-0.1158"
"","36.2800","9.0633","0.0432"
"","36.3000","9.0683","0.1499"
"","36.3200","9.0733","0.1203"
"","36.3400","9.0783","-0.1648"
"","36.3600","9.0833","-0.2499"
"","36.3800","9.0883","-0.1563"
"","36.4000","9.0933","0.0974"
"","36.4200","9.0983","0.2456"
"","36.4400","9.1033","0.1584"
"","36.4600","9.1083","0.0352"
"","36.4800","9.1133","0.1149"
"","36.5000","9.1183","0.1724"
"","36.5200","9.1233","0.0323"
"","36.5400","9.1283","-0.0570"
"","36.5600","9.1333","0.0385"
"","36.5800","9.1383","0.1197"
"","36.6000","9.1433","0.0565"
"","36.6200","9.1483","0.0849"
"","36.6400","9.1533","0.1011"
"","36.6600","9.1583","0.1404"
"","36.6800","9.1633","-0.0462"
"","36.7000","9.1683","-0.1455"
"","36.7200","9.1733","-0.2916"
"","36.7400","9.1783","-0.3087"
"","36.7600","9.1833","-0.0474"
"","36.7800","9.1883","0.1640"
"","36.8000","9.1933","0.0668"
"","36.8200","9.1983","-0.0095"
"","36.8400","9.2033","-0.1244"
"","36.8600","9.2083","0.0757"
"","36.8800","9.2133","0.2731"
"","36.9000","9.2183","0.3311"
"","36.9200","9.2233","0.2935"
"","36.9400","9.2283","0.0564"
"","36.9600","9.2333","-0.0759"
"","36.9800","9.2382","-0.2095"
"","37.0000","9.2432","-0.0333"
"","37.0200","9.2483","0.1044"
"","37.0400","9.2533","0.3412"
"","37.0600","9.2583","0.3175"
"","37.0800","9.2633","0.1221"
"","37.1000","9.2683","0.1004"
"","37.1200","9.2733","-0.0741"
"","37.1400","9.2783","0.0151"
"","37.1600","9.2833","0.2137"
"","37.1800","9.2883","0.2174"
"","37.2000","9.2933","-0.0011"
"","37.2200","9.2983","-0.0972"
"","37.2400","9.3033","0.1030"
"","37.2600","9.3083","0.1792"
"","37.2800","9.3133","0.1601"
"","37.3000","9.3183","0.1942"
"","37.3200","9.3233","-0.0395"
"","37.3400","9.3283","-0.0557"
"","37.3600","9.3333","0.0203"
"","37.3800","9.3383","-0.1177"
"","37.4000","9.3433","-0.1359"
"","37.4200","9.3483","-0.0459"
"","37.4400","9.3533","0.1236"
"","37.4600","9.3583","0.0283"
"","37.4800","9.3633","-0.1588"
"","37.5000","9.3683","-0.0013"
"","37.5200","9.3733","0.1285"
"","37.5400","9.3783","0.0139"
"","37.5600","9.3833","-0.0301"
"","37.5800","9.3883","-0.0823"
"","37.6000","9.3933","0.0635"
"","37.6200","9.3983","0.0925"
"","37.6400","9.4033","0.1594"
"","37.6600","9.4083","0.0486"
"","37.6800","9.4133","0.0812"
"","37.7000","9.4183","0.1398"
"","37.7200","9.4233","0.1802"
"","37.7400","9.4283","0.0583"
"","37.7600","9.4333","0.0756"
"","37.7800","9.4383","-0.0034"
"","37.8000","9.4433","0.0484"
"","37.8200","9.4483","0.0446"
"","37.8400","9.4533","-0.0977"
"","37.8600","9.4583","0.0652"
"","37.8800","9.4633","-0.1191"
"","37.9000","9.4683","-0.1455"
"","37.9200","9.4733","-0.1778"
"","37.9400","9.4783","0.0457"
"","37.9600","9.4833","0.1919"
"","37.9800","9.4883","0.1478"
"","38.0000","9.4933","-0.0080"
"","38.0200","9.4983","-0.2644"
"","38.0400","9.5033","-0.2086"
"","38.0600","9.5083","-0.1776"
"","38.0800","9.5133","0.0052"
"","38.1000","9.5183","-0.0020"
"","38.1200","9.5233","-0.1007"
"","38.1400","9.5283","-0.0039"
"","38.1600","9.5333","-0.0135"
"","38.1800","9.5383","0.1118"
"","38.2000","9.5433","0.1752"
"","38.2200","9.5483","0.0852"
"","38.2400","9.5533","-0.0307"
"","38.2600","9.5583","0.0794"
"","38.2800","9.5633","0.1055"
"","38.3000","9.5683","0.1066"
"","38.3200","9.5733","0.0239"
"","38.3400","9.5783","0.1678"
"","38.3600","9.5833","0.1014"
"","38.3800","9.5883","-0.1260"
"","38.4000","9.5933","-0.1070"
"","38.4200","9.5983","-0.2525"
"","38.4400","9.6033","-0.3448"
"","38.4600","9.6083","-0.1054"
"","38.4800","9.6133","-0.0165"
"","38.5000","9.6183","0.1318"
"","38.5200","9.6233","0.2544"
"","38.5400","9.6283","-0.0111"
"","38.5600","9.6333","-0.0014"
"","38.5800","9.6383","0.0898"
"","38.6000","9.6433","0.0057"
"","38.6200","9.6483","0.0866"
"","38.6400","9.6533","0.2513"
"","38.6600","9.6583","0.0831"
"","38.6800","9.6633","0.0148"
"","38.7000","9.6683","-0.0710"
"","38.7200","9.6733","0.0156"
"","38.7400","9.6783","-0.0037"
"","38.7600","9.6833","0.1786"
"","38.7800","9.6883","0.2287"
"","38.8000","9.6932","0.1551"
"","38.8200","9.6983","0.0728"
"","38.8400","9.7033","-0.1082"
"","38.8600","9.7083","-0.0151"
"","38.8800","9.7133","-0.0597"
"","38.9000","9.7183","-0.0131"
"","38.9200","9.7233","0.0769"
"","38.9400","9.7283","0.0210"
"","38.9600","9.7333","-0.0206"
"","38.9800","9.7383","-0.0531"
"","39.0000","9.7433","-0.0310"
"","39.0200","9.7483","0.2061"
"","39.0400","9.7533","0.0054"
"","39.0600","9.7583","-0.0263"
"","39.0800","9.7633","0.0257"
"","39.1000","9.7683","0.0691"
"","39.1200","9.7733","0.0181"
"","39.1400","9.7783","-0.1002"
"","39.1600","9.7833","0.1503"
"","39.1800","9.7883","0.2433"
"","39.2000","9.7933","0.1886"
"","39.2200","9.7983","0.0117"
"","39.2400","9.8033","-0.0062"
"","39.2600","9.8083","-0.1435"
"","39.2800","9.8133","-0.2638"
"","39.3000","9.8183","-0.1187"
"","39.3200","9.8233","-0.0050"
"","39.3400","9.8283","-0.0031"
"","39.3600","9.8333","0.0760"
"","39.3800","9.8383","0.0488"
"","39.4000","9.8433","0.0508"
"","39.4200","9.8483","0.0683"
"","39.4400","9.8533","0.0399"
"","39.4600","9.8583","-0.2238"
"","39.4800","9.8633","-0.2988"
"","39.5000","9.8683","-0.1214"
"","39.5200","9.8733","0.1408"
"","39.5400","9.8783","0.1972"
"","39.5600","9.8833","0.1545"
"","39.5800","9.8883","0.2685"
"","39.6000","9.8933","0.2823"
"","39.6200","9.8983","0.2654"
"","39.6400","9.9033","0.2965"
"","39.6600","9.9083","0.3075"
"","39.6800","9.9133","0.2867"
"","39.7000","9.9183","0.4105"
"","39.7200","9.9233","0.4986"
"","39.7400","9.9283","0.6744"
"","39.7600","9.9333","0.5731"
"","39.7800","9.9383","0.6076"
"","39.8000","9.9433","0.5689"
"","39.8200","9.9483","0.7425"
"","39.8400","9.9533","0.8259"
"","39.8600","9.9583","0.7826"
"","39.8800","9.9633","0.5795"
"","39.9000","9.9683","0.7064"
"","39.9200","9.9733","0.5989"
"","39.9400","9.9783","0.6441"
"","39.9600","9.9833","0.7634"
"","39.9800","9.9883","0.9365"
"","40.0000","9.9933","0.8048"
"","40.0200","9.9983","0.7539"
"","40.0400","10.0033","0.6886"
"","40.0600","10.0083","0.7068"
"","40.0800","10.0133","0.6540"
"","40.1000","10.0183","0.5566"
"","40.1200","10.0233","0.4617"
"","40.1400","10.0283","0.4263"
"","40.1600","10.0333","0.6845"
"","40.1800","10.0383","1.0287"
"","40.2000","10.0433","0.9269"
"","40.2200","10.0483","0.8363"
"","40.2400","10.0533","0.7465"
"","40.2600","10.0583","0.7807"
"","40.2800","10.0633","0.8115"
"","40.3000","10.0683","0.7863"
"","40.3200","10.0733","0.8956"
"","40.3400","10.0783","0.7968"
"","40.3600","10.0833","0.7640"
"","40.3800","10.0883","0.8178"
"","40.4000","10.0933","1.0126"
"","40.4200","10.0983","0.9361"
"","40.4400","10.1033","0.9521"
"","40.4600","10.1083","0.7367"
"","40.4800","10.1133","0.5884"
"","40.5000","10.1183","0.6070"
"","40.5200","10.1233","0.7802"
"","40.5400","10.1283","0.7840"
"","40.5600","10.1333","0.9472"
"","40.5800","10.1383","1.1501"
"","40.6000","10.1433","1.1348"
"","40.6200","10.1483","1.1282"
"","40.6400","10.1533","1.2510"
"","40.6600","10.1583","1.2244"
"","40.6800","10.1633","1.2251"
"","40.7000","10.1683","1.1757"
"","40.7200","10.1733","1.3036"
"","40.7400","10.1783","1.5245"
"","40.7600","10.1833","1.1967"
"","40.7800","10.1883","1.0037"
"","40.8000","10.1934","1.0294"
"","40.8200","10.1983","1.2203"
"","40.8400","10.2033","1.2416"
"","40.8600","10.2083","1.3726"
"","40.8800","10.2133","1.5160"
"","40.9000","10.2183","1.3674"
"","40.9200","10.2233","1.3681"
"","40.9400","10.2283","1.3082"
"","40.9600","10.2333","1.3005"
"","40.9800","10.2383","1.6051"
"","41.0000","10.2433","1.4545"
"","41.0200","10.2483","1.5519"
"","41.0400","10.2533","1.6620"
"","41.0600","10.2583","1.8281"
"","41.0800","10.2633","1.7080"
"","41.1000","10.2683","1.6572"
"","41.1200","10.2733","1.7001"
"","41.1400","10.2783","1.8548"
"","41.1600","10.2833","1.9223"
"","41.1800","10.2883","2.1187"
"","41.2000","10.2933","2.0186"
"","41.2200","10.2983","1.9911"
"","41.2400","10.3033","1.9983"
"","41.2600","10.3083","2.0327"
"","41.2800","10.3133","2.0868"
"","41.3000","10.3183","1.9908"
"","41.3200","10.3233","2.1052"
"","41.3400","10.3283","2.3879"
"","41.3600","10.3333","2.4140"
"","41.3800","10.3383","2.4055"
"","41.4000","10.3433","2.6442"
"","41.4200","10.3483","2.7217"
"","41.4400","10.3533","2.8258"
"","41.4600","10.3583","2.9589"
"","41.4800","10.3633","3.0706"
"","41.5000","10.3683","3.0075"
"","41.5200","10.3733","3.1135"
"","41.5400","10.3783","3.1110"
"","41.5600","10.3833","2.9310"
"","41.5800","10.3883","2.9236"
"","41.6000","10.3933","3.2092"
"","41.6200","10.3983","3.4259"
"","41.6400","10.4033","3.3743"
"","41.6600","10.4083","3.4554"
"","41.6800","10.4133","3.3869"
"","41.7000","10.4183","3.4907"
"","41.7200","10.4233","3.4454"
"","41.7400","10.4283","3.2453"
"","41.7600","10.4332","2.9562"
"","41.7800","10.4383","2.6009"
"","41.8000","10.4433","2.3652"
"","41.8200","10.4483","2.2543"
"","41.8400","10.4533","2.1922"
"","41.8600","10.4583","2.5004"
"","41.8800","10.4633","2.5884"
"","41.9000","10.4683","2.7254"
"","41.9200","10.4733","2.8248"
"","41.9400","10.4783","2.8360"
"","41.9600","10.4833","2.9969"
"","41.9800","10.4883","3.1693"
"","42.0000","10.4933","3.1404"
"","42.0200","10.4983","2.8608"
"","42.0400","10.5033","2.4906"
"","42.0600","10.5083","2.6573"
"","42.0800","10.5133","2.7500"
"","42.1000","10.5183","2.9012"
"","42.1200","10.5233","2.9763"
"","42.1400","10.5282","3.1283"
"","42.1600","10.5332","3.0861"
"","42.1800","10.5382","3.0504"
"","42.2000","10.5433","3.1942"
"","42.2200","10.5483","3.2006"
"","42.2400","10.5533","3.0864"
"","42.2600","10.5583","3.0947"
"","42.2800","10.5633","3.1151"
"","42.3000","10.5683","3.2998"
"","42.3200","10.5733","3.3743"
"","42.3400","10.5783","3.3623"
"","42.3600","10.5833","3.4015"
"","42.3800","10.5883","3.4076"
"","42.4000","10.5933","3.3685"
"","42.4200","10.5983","3.5351"
"","42.4400","10.6033","3.7604"
"","42.4600","10.6083","3.6090"
"","42.4800","10.6133","3.4059"
"","42.5000","10.6183","3.3217"
"","42.5200","10.6233","3.4472"
"","42.5400","10.6283","3.5600"
"","42.5600","10.6333","3.7918"
"","42.5800","10.6383","3.8346"
"","42.6000","10.6433","4.0250"
"","42.6200","10.6483","3.9446"
"","42.6400","10.6533","3.6306"
"","42.6600","10.6583","3.5956"
"","42.6800","10.6633","3.5669"
"","42.7000","10.6683","3.8478"
"","42.7200","10.6733","3.8014"
"","42.7400","10.6783","3.8479"
"","42.7600","10.6833","3.8935"
"","42.7800","10.6883","3.8688"
"","42.8000","10.6933","3.8842"
"","42.8200","10.6983","3.9859"
"","42.8400","10.7033","4.1361"
"","42.8600","10.7083","3.8535"
"","42.8800","10.7133","4.0426"
"","42.9000","10.7183","3.9680"
"","42.9200","10.7233","3.8371"
"","42.9400","10.7283","3.9548"
"","42.9600","10.7333","3.9714"
"","42.9800","10.7383","4.2431"
"","43.0000","10.7433","4.3464"
"","43.0200","10.7483","4.3587"
"","43.0400","10.7533","4.2791"
"","43.0600","10.7583","4.2960"
"","43.0800","10.7633","4.4900"
"","43.1000","10.7683","4.4616"
"","43.1200","10.7733","4.1235"
"","43.1400","10.7783","4.1026"
"","43.1600","10.7833","4.4242"
"","43.1800","10.7883","4.3870"
"","43.2000","10.7933","4.1652"
"","43.2200","10.7983","4.3250"
"","43.2400","10.8033","4.4901"
"","43.2600","10.8083","4.3508"
"","43.2800","10.8133","4.3229"
"","43.3000","10.8183","4.4947"
"","43.3200","10.8233","4.6167"
"","43.3400","10.8283","4.6333"
"","43.3600","10.8333","4.7182"
"","43.3800","10.8383","4.5509"
"","43.4000","10.8433","4.6011"
"","43.4200","10.8483","4.6172"
"","43.4400","10.8533","4.8251"
"","43.4600","10.8583","4.8834"
"","43.4800","10.8633","4.8306"
"","43.5000","10.8683","4.8706"
"","43.5200","10.8733","5.0011"
"","43.5400","10.8783","5.0264"
"","43.5600","10.8833","5.1423"
"","43.5800","10.8883","5.1845"
"","43.6000","10.8933","4.9729"
"","43.6200","10.8984","4.9835"
"","43.6400","10.9033","5.1643"
"","43.6600","10.9083","5.1846"
"","43.6800","10.9133","5.2178"
"","43.7000","10.9183","5.3435"
"","43.7200","10.9233","5.2979"
"","43.7400","10.9283","5.1714"
"","43.7600","10.9333","5.3937"
"","43.7800","10.9383","5.6075"
"","43.8000","10.9433","5.6932"
"","43.8200","10.9483","5.8426"
"","43.8400","10.9533","5.7728"
"","43.8600","10.9583","5.7595"
"","43.8800","10.9633","5.8578"
"","43.9000","10.9683","5.9854"
"","43.9200","10.9733","5.9340"
"","43.9400","10.9783","5.9751"
"","43.9600","10.9833","6.0875"
"","43.9800","10.9883","6.2024"
"","44.0000","10.9933","6.2342"
"","44.0200","10.9983","6.2281"
"","44.0400","11.0033","6.2100"
"","44.0600","11.0083","6.4137"
"","44.0800","11.0133","6.6113"
"","44.1000","11.0183","6.8747"
"","44.1200","11.0233","6.9614"
"","44.1400","11.0283","7.0865"
"","44.1600","11.0333","7.0928"
"","44.1800","11.0383","7.1481"
"","44.2000","11.0433","7.2969"
"","44.2200","11.0483","7.2648"
"","44.2400","11.0533","7.1227"
"","44.2600","11.0583","7.1530"
"","44.2800","11.0633","7.4557"
"","44.3000","11.0683","7.6841"
"","44.3200","11.0733","7.7841"
"","44.3400","11.0783","7.7158"
"","44.3600","11.0833","7.6155"
"","44.3800","11.0883","7.7832"
"","44.4000","11.0933","8.0604"
"","44.4200","11.0983","8.2319"
"","44.4400","11.1033","8.1195"
"","44.4600","11.1083","8.2112"
"","44.4800","11.1133","8.4285"
"","44.5000","11.1183","8.4190"
"","44.5200","11.1233","8.3208"
"","44.5400","11.1283","8.6027"
"","44.5600","11.1333","8.7446"
"","44.5800","11.1383","8.9508"
"","44.6000","11.1433","9.2216"
"","44.6200","11.1483","9.5100"
"","44.6400","11.1533","9.5526"
"","44.6600","11.1583","9.7171"
"","44.6800","11.1633","9.6264"
"","44.7000","11.1683","9.6605"
"","44.7200","11.1733","9.8154"
"","44.7400","11.1783","9.8700"
"","44.7600","11.1833","9.9986"
"","44.7800","11.1883","10.1976"
"","44.8000","11.1933","10.4338"
"","44.8200","11.1983","10.6002"
"","44.8400","11.2033","10.4649"
"","44.8600","11.2083","10.4483"
"","44.8800","11.2133","10.6618"
"","44.9000","11.2183","10.8051"
"","44.9200","11.2233","10.9623"
"","44.9400","11.2283","11.2118"
"","44.9600","11.2333","11.3832"
"","44.9800","11.2383","11.4507"
"","45.0000","11.2433","11.4597"
"","45.0200","11.2483","11.9079"
"","45.0400","11.2533","11.9774"
"","45.0600","11.2583","12.0831"
"","45.0800","11.2633","12.1611"
"","45.1000","11.2683","12.2608"
"","45.1200","11.2733","12.2788"
"","45.1400","11.2783","12.3774"
"","45.1600","11.2833","12.5320"
"","45.1800","11.2883","12.6298"
"","45.2000","11.2933","12.8679"
"","45.2200","11.2983","13.0460"
"","45.2400","11.3033","13.0223"
"","45.2600","11.3083","13.2412"
"","45.2800","11.3133","13.3008"
"","45.3000","11.3183","13.5938"
"","45.3200","11.3233","13.5090"
"","45.3400","11.3283","13.7201"
"","45.3600","11.3333","14.0657"
"","45.3800","11.3383","14.1394"
"","45.4000","11.3433","14.1957"
"","45.4200","11.3483","14.3823"
"","45.4400","11.3533","14.4687"
"","45.4600","11.3583","14.6340"
"","45.4800","11.3633","14.8551"
"","45.5000","11.3683","15.1989"
"","45.5200","11.3733","15.2914"
"","45.5400","11.3783","15.5199"
"","45.5600","11.3833","15.5591"
"","45.5800","11.3883","15.6837"
"","45.6000","11.3933","15.7870"
"","45.6200","11.3983","15.8046"
"","45.6400","11.4033","15.7355"
"","45.6600","11.4083","15.9053"
"","45.6800","11.4133","16.1809"
"","45.7000","11.4183","16.5383"
"","45.7200","11.4233","16.5638"
"","45.7400","11.4283","16.8932"
"","45.7600","11.4333","16.9305"
"","45.7800","11.4383","17.2096"
"","45.8000","11.4433","17.3026"
"","45.8200","11.4483","17.4771"
"","45.8400","11.4533","17.8151"
"","45.8600","11.4583","18.0312"
"","45.8800","11.4633","18.0132"
"","45.9000","11.4683","17.8278"
"","45.9200","11.4733","17.8171"
"","45.9400","11.4783","18.2046"
"","45.9600","11.4833","18.5096"
