1,Time,Displacement,Force
,(s),(mm),(N)
"","0.0000","0.0000","-0.2685"
"","0.0200","0.0005","-0.3704"
"","0.0400","0.0034","0.0919"
"","0.0600","0.0083","0.3082"
"","0.0800","0.0121","0.2058"
"","0.1000","0.0163","-0.1040"
"","0.1200","0.0215","0.0065"
"","0.1400","0.0271","0.1134"
"","0.1600","0.0327","0.1319"
"","0.1800","0.0380","0.0763"
"","0.2000","0.0432","0.1128"
"","0.2200","0.0482","-0.0490"
"","0.2400","0.0532","-0.1113"
"","0.2600","0.0582","-0.1510"
"","0.2800","0.0632","0.0498"
"","0.3000","0.0683","0.0792"
"","0.3200","0.0733","0.1839"
"","0.3400","0.0783","-0.0316"
"","0.3600","0.0833","0.0882"
"","0.3800","0.0883","0.0683"
"","0.4000","0.0933","0.0338"
"","0.4200","0.0983","0.0159"
"","0.4400","0.1033","0.1373"
"","0.4600","0.1083","0.1655"
"","0.4800","0.1133","0.1467"
"","0.5000","0.1183","0.1670"
"","0.5200","0.1233","-0.0769"
"","0.5400","0.1283","-0.0454"
"","0.5600","0.1333","0.0090"
"","0.5800","0.1383","0.1310"
"","0.6000","0.1433","0.0000"
"","0.6200","0.1483","-0.1127"
"","0.6400","0.1533","-0.0897"
"","0.6600","0.1583","0.0342"
"","0.6800","0.1633","0.0276"
"","0.7000","0.1683","0.1302"
"","0.7200","0.1733","0.1110"
"","0.7400","0.1783","0.1492"
"","0.7600","0.1833","0.0714"
"","0.7800","0.1883","0.0195"
"","0.8000","0.1933","0.0179"
"","0.8200","0.1983","-0.0117"
"","0.8400","0.2033","0.0272"
"","0.8600","0.2083","-0.0183"
"","0.8800","0.2133","-0.0929"
"","0.9000","0.2183","-0.2602"
"","0.9200","0.2233","-0.3265"
"","0.9400","0.2283","-0.0481"
"","0.9600","0.2333","0.1158"
"","0.9800","0.2383","0.1289"
"","1.0000","0.2433","0.1154"
"","1.0200","0.2483","0.1500"
"","1.0400","0.2533","0.2595"
"","1.0600","0.2583","0.3051"
"","1.0800","0.2633","0.0892"
"","1.1000","0.2683","0.1276"
"","1.1200","0.2733","0.0182"
"","1.1400","0.2783","-0.0565"
"","1.1600","0.2833","0.1057"
"","1.1800","0.2883","0.1167"
"","1.2000","0.2933","0.0838"
"","1.2200","0.2983","0.1140"
"","1.2400","0.3033","0.1226"
"","1.2600","0.3083","0.1188"
"","1.2800","0.3133","0.1234"
"","1.3000","0.3183","0.0340"
"","1.3200","0.3233","0.0909"
"","1.3400","0.3283","0.0692"
"","1.3600","0.3333","0.0185"
"","1.3800","0.3383","0.1648"
"","1.4000","0.3433","0.2729"
"","1.4200","0.3483","0.1413"
"","1.4400","0.3533","-0.0517"
"","1.4600","0.3583","0.0867"
"","1.4800","0.3633","0.2063"
"","1.5000","0.3683","0.2075"
"","1.5200","0.3733","0.0443"
"","1.5400","0.3783","0.0651"
"","1.5600","0.3833","-0.1258"
"","1.5800","0.3883","-0.0815"
"","1.6000","0.3933","0.0085"
"","1.6200","0.3983","0.1079"
"","1.6400","0.4033","0.1149"
"","1.6600","0.4083","0.0909"
"","1.6800","0.4133","0.0260"
"","1.7000","0.4183","0.0262"
"","1.7200","0.4233","0.0980"
"","1.7400","0.4283","-0.0779"
"","1.7600","0.4333","-0.0427"
"","1.7800","0.4383","0.2057"
"","1.8000","0.4433","0.3075"
"","1.8200","0.4483","0.2677"
"","1.8400","0.4533","0.1820"
"","1.8600","0.4583","0.1532"
"","1.8800","0.4633","0.1909"
"","1.9000","0.4683","-0.0544"
"","1.9200","0.4733","-0.0898"
"","1.9400","0.4783","0.1312"
"","1.9600","0.4833","0.0737"
"","1.9800","0.4883","-0.1264"
"","2.0000","0.4933","-0.1747"
"","2.0200","0.4983","0.0027"
"","2.0400","0.5033","0.0187"
"","2.0600","0.5083","-0.0590"
"","2.0800","0.5133","0.1452"
"","2.1000","0.5183","0.0226"
"","2.1200","0.5233","-0.2536"
"","2.1400","0.5283","-0.3646"
"","2.1600","0.5333","-0.1605"
"","2.1800","0.5383","0.0428"
"","2.2000","0.5433","0.0826"
"","2.2200","0.5483","0.0049"
"","2.2400","0.5533","-0.1019"
"","2.2600","0.5583","0.0183"
"","2.2800","0.5633","0.1585"
"","2.3000","0.5683","0.0429"
"","2.3200","0.5733","-0.1479"
"","2.3400","0.5783","-0.0660"
"","2.3600","0.5833","0.0054"
"","2.3800","0.5883","-0.1801"
"","2.4000","0.5933","-0.2302"
"","2.4200","0.5983","-0.1453"
"","2.4400","0.6033","-0.1868"
"","2.4600","0.6083","-0.1219"
"","2.4800","0.6133","0.0153"
"","2.5000","0.6183","-0.0658"
"","2.5200","0.6233","0.1169"
"","2.5400","0.6283","0.0767"
"","2.5600","0.6333","-0.0482"
"","2.5800","0.6383","-0.0098"
"","2.6000","0.6433","0.1032"
"","2.6200","0.6483","-0.1800"
"","2.6400","0.6533","-0.3431"
"","2.6600","0.6583","-0.2539"
"","2.6800","0.6633","-0.1286"
"","2.7000","0.6683","-0.1327"
"","2.7200","0.6733","0.0704"
"","2.7400","0.6783","0.1703"
"","2.7600","0.6833","0.0459"
"","2.7800","0.6883","-0.0001"
"","2.8000","0.6933","-0.0811"
"","2.8200","0.6983","0.0033"
"","2.8400","0.7033","0.0683"
"","2.8600","0.7083","0.0059"
"","2.8800","0.7133","-0.0442"
"","2.9000","0.7183","0.0572"
"","2.9200","0.7233","0.0751"
"","2.9400","0.7283","0.0253"
"","2.9600","0.7333","0.0781"
"","2.9800","0.7383","0.0575"
"","3.0000","0.7433","0.0519"
"","3.0200","0.7483","-0.0172"
"","3.0400","0.7533","-0.0447"
"","3.0600","0.7583","0.1590"
"","3.0800","0.7633","0.1899"
"","3.1000","0.7683","0.2851"
"","3.1200","0.7733","0.1406"
"","3.1400","0.7783","-0.1894"
"","3.1600","0.7833","-0.1406"
"","3.1800","0.7882","-0.0143"
"","3.2000","0.7933","0.0031"
"","3.2200","0.7983","-0.0299"
"","3.2400","0.8033","0.0708"
"","3.2600","0.8083","-0.0618"
"","3.2800","0.8133","-0.0106"
"","3.3000","0.8183","-0.0275"
"","3.3200","0.8233","-0.1968"
"","3.3400","0.8283","-0.0264"
"","3.3600","0.8333","-0.0060"
"","3.3800","0.8383","0.0057"
"","3.4000","0.8433","-0.0465"
"","3.4200","0.8483","-0.1146"
"","3.4400","0.8533","-0.2277"
"","3.4600","0.8583","0.0107"
"","3.4800","0.8633","0.1307"
"","3.5000","0.8683","0.3173"
"","3.5200","0.8733","0.2185"
"","3.5400","0.8783","0.2727"
"","3.5600","0.8833","0.0670"
"","3.5800","0.8883","0.0385"
"","3.6000","0.8933","0.1225"
"","3.6200","0.8983","0.1692"
"","3.6400","0.9033","0.1321"
"","3.6600","0.9083","-0.0599"
"","3.6800","0.9133","-0.0431"
"","3.7000","0.9183","-0.1811"
"","3.7200","0.9233","0.0159"
"","3.7400","0.9283","0.0289"
"","3.7600","0.9333","-0.0240"
"","3.7800","0.9383","0.0723"
"","3.8000","0.9433","0.0909"
"","3.8200","0.9483","-0.0296"
"","3.8400","0.9533","-0.1131"
"","3.8600","0.9583","-0.1401"
"","3.8800","0.9633","-0.0542"
"","3.9000","0.9683","0.0274"
"","3.9200","0.9733","0.0789"
"","3.9400","0.9783","0.1515"
"","3.9600","0.9833","0.2169"
"","3.9800","0.9883","0.3742"
"","4.0000","0.9933","0.1909"
"","4.0200","0.9983","-0.0309"
"","4.0400","1.0033","0.0142"
"","4.0600","1.0083","0.0956"
"","4.0800","1.0133","0.0775"
"","4.1000","1.0183","-0.0134"
"","4.1200","1.0233","-0.0214"
"","4.1400","1.0283","0.1888"
"","4.1600","1.0333","-0.0208"
"","4.1800","1.0383","0.0014"
"","4.2000","1.0433","0.1337"
"","4.2200","1.0483","0.1362"
"","4.2400","1.0533","-0.0162"
"","4.2600","1.0583","-0.1007"
"","4.2800","1.0633","-0.1565"
"","4.3000","1.0683","-0.1700"
"","4.3200","1.0733","-0.1420"
"","4.3400","1.0783","-0.1263"
"","4.3600","1.0833","-0.0923"
"","4.3800","1.0883","0.0806"
"","4.4000","1.0933","-0.0189"
"","4.4200","1.0983","-0.0152"
"","4.4400","1.1033","-0.1186"
"","4.4600","1.1083","-0.0097"
"","4.4800","1.1133","-0.0480"
"","4.5000","1.1183","-0.0779"
"","4.5200","1.1233","-0.0638"
"","4.5400","1.1283","-0.0074"
"","4.5600","1.1333","0.0277"
"","4.5800","1.1383","0.2696"
"","4.6000","1.1433","0.1701"
"","4.6200","1.1483","0.0426"
"","4.6400","1.1533","0.1217"
"","4.6600","1.1583","0.1810"
"","4.6800","1.1633","0.0421"
"","4.7000","1.1683","0.0955"
"","4.7200","1.1733","0.1250"
"","4.7400","1.1783","0.0426"
"","4.7600","1.1833","0.0351"
"","4.7800","1.1883","0.2119"
"","4.8000","1.1933","0.2338"
"","4.8200","1.1983","0.2135"
"","4.8400","1.2033","-0.0742"
"","4.8600","1.2083","-0.0792"
"","4.8800","1.2133","-0.0599"
"","4.9000","1.2183","-0.0426"
"","4.9200","1.2233","-0.2459"
"","4.9400","1.2283","-0.2714"
"","4.9600","1.2333","-0.2153"
"","4.9800","1.2383","-0.2869"
"","5.0000","1.2433","-0.1676"
"","5.0200","1.2483","-0.2268"
"","5.0400","1.2533","-0.1274"
"","5.0600","1.2583","-0.0516"
"","5.0800","1.2633","-0.0978"
"","5.1000","1.2683","-0.0955"
"","5.1200","1.2733","-0.2135"
"","5.1400","1.2783","-0.1502"
"","5.1600","1.2833","0.0272"
"","5.1800","1.2883","0.1976"
"","5.2000","1.2933","0.0286"
"","5.2200","1.2983","0.0281"
"","5.2400","1.3033","0.1570"
"","5.2600","1.3083","0.0812"
"","5.2800","1.3133","0.0033"
"","5.3000","1.3183","-0.0353"
"","5.3200","1.3233","-0.1400"
"","5.3400","1.3283","-0.0429"
"","5.3600","1.3333","0.1131"
"","5.3800","1.3383","0.0907"
"","5.4000","1.3433","-0.1346"
"","5.4200","1.3483","-0.0243"
"","5.4400","1.3533","0.1507"
"","5.4600","1.3583","0.1725"
"","5.4800","1.3633","0.0849"
"","5.5000","1.3683","0.1149"
"","5.5200","1.3733","-0.1028"
"","5.5400","1.3783","0.1215"
"","5.5600","1.3832","0.3658"
"","5.5800","1.3883","0.1672"
"","5.6000","1.3933","-0.0058"
"","5.6200","1.3983","0.0801"
"","5.6400","1.4033","0.0335"
"","5.6600","1.4083","0.1008"
"","5.6800","1.4133","0.0217"
"","5.7000","1.4183","0.1664"
"","5.7200","1.4233","0.1564"
"","5.7400","1.4283","-0.0332"
"","5.7600","1.4333","-0.0603"
"","5.7800","1.4383","0.1448"
"","5.8000","1.4433","0.1029"
"","5.8200","1.4483","-0.1338"
"","5.8400","1.4533","-0.0914"
"","5.8600","1.4583","-0.0195"
"","5.8800","1.4633","0.0313"
"","5.9000","1.4683","-0.0186"
"","5.9200","1.4733","0.0803"
"","5.9400","1.4783","0.0753"
"","5.9600","1.4833","0.1282"
"","5.9800","1.4883","0.1271"
"","6.0000","1.4933","-0.1489"
"","6.0200","1.4983","0.0353"
"","6.0400","1.5033","0.0481"
"","6.0600","1.5083","-0.1147"
"","6.0800","1.5133","-0.2044"
"","6.1000","1.5183","-0.1018"
"","6.1200","1.5233","0.2258"
"","6.1400","1.5283","0.1868"
"","6.1600","1.5333","-0.0704"
"","6.1800","1.5383","0.2459"
"","6.2000","1.5433","0.1856"
"","6.2200","1.5483","0.1315"
"","6.2400","1.5533","0.0095"
"","6.2600","1.5583","-0.0760"
"","6.2800","1.5633","-0.1022"
"","6.3000","1.5683","-0.1470"
"","6.3200","1.5733","-0.0141"
"","6.3400","1.5783","0.0885"
"","6.3600","1.5833","0.1186"
"","6.3800","1.5883","-0.0264"
"","6.4000","1.5933","-0.0301"
"","6.4200","1.5983","-0.2470"
"","6.4400","1.6033","-0.0667"
"","6.4600","1.6083","0.0452"
"","6.4800","1.6133","0.2080"
"","6.5000","1.6183","0.1997"
"","6.5200","1.6233","0.1385"
"","6.5400","1.6283","0.1154"
"","6.5600","1.6333","0.0867"
"","6.5800","1.6383","0.0605"
"","6.6000","1.6433","-0.0782"
"","6.6200","1.6483","-0.0233"
"","6.6400","1.6533","-0.2475"
"","6.6600","1.6583","-0.0277"
"","6.6800","1.6633","0.1367"
"","6.7000","1.6683","0.0120"
"","6.7200","1.6733","-0.0819"
"","6.7400","1.6783","-0.1512"
"","6.7600","1.6833","-0.0445"
"","6.7800","1.6883","0.0689"
"","6.8000","1.6933","-0.0713"
"","6.8200","1.6983","-0.1240"
"","6.8400","1.7033","0.0458"
"","6.8600","1.7083","0.0952"
"","6.8800","1.7133","-0.2620"
"","6.9000","1.7183","-0.3055"
"","6.9200","1.7233","-0.1472"
"","6.9400","1.7283","-0.0193"
"","6.9600","1.7333","0.0107"
"","6.9800","1.7383","0.0714"
"","7.0000","1.7433","0.0074"
"","7.0200","1.7483","-0.0340"
"","7.0400","1.7533","0.0051"
"","7.0600","1.7583","-0.1320"
"","7.0800","1.7633","-0.1943"
"","7.1000","1.7683","0.0030"
"","7.1200","1.7733","0.1628"
"","7.1400","1.7783","0.1848"
"","7.1600","1.7833","0.2325"
"","7.1800","1.7883","0.1313"
"","7.2000","1.7933","-0.1458"
"","7.2200","1.7983","-0.2175"
"","7.2400","1.8033","-0.1865"
"","7.2600","1.8083","-0.0050"
"","7.2800","1.8133","0.0535"
"","7.3000","1.8183","-0.0145"
"","7.3200","1.8233","-0.0670"
"","7.3400","1.8283","0.1081"
"","7.3600","1.8333","0.0512"
"","7.3800","1.8383","0.0121"
"","7.4000","1.8433","-0.0703"
"","7.4200","1.8483","-0.0885"
"","7.4400","1.8533","-0.0108"
"","7.4600","1.8583","0.0120"
"","7.4800","1.8633","0.1119"
"","7.5000","1.8683","0.1050"
"","7.5200","1.8733","0.1140"
"","7.5400","1.8783","0.1799"
"","7.5600","1.8833","0.2682"
"","7.5800","1.8883","0.2866"
"","7.6000","1.8933","0.2291"
"","7.6200","1.8983","-0.0188"
"","7.6400","1.9033","-0.0976"
"","7.6600","1.9083","-0.0454"
"","7.6800","1.9133","0.1231"
"","7.7000","1.9183","-0.0004"
"","7.7200","1.9233","-0.2070"
"","7.7400","1.9283","-0.0973"
"","7.7600","1.9333","-0.0406"
"","7.7800","1.9383","-0.0963"
"","7.8000","1.9433","-0.1338"
"","7.8200","1.9483","-0.1211"
"","7.8400","1.9533","-0.1395"
"","7.8600","1.9583","-0.1494"
"","7.8800","1.9633","-0.0729"
"","7.9000","1.9683","-0.0925"
"","7.9200","1.9733","-0.0742"
"","7.9400","1.9783","-0.1569"
"","7.9600","1.9833","-0.0824"
"","7.9800","1.9883","-0.0538"
"","8.0000","1.9933","0.0192"
"","8.0200","1.9983","0.1112"
"","8.0400","2.0033","-0.1314"
"","8.0600","2.0083","-0.0896"
"","8.0800","2.0133","-0.0492"
"","8.1000","2.0183","-0.0316"
"","8.1200","2.0233","-0.0461"
"","8.1400","2.0283","-0.1042"
"","8.1600","2.0333","-0.1235"
"","8.1800","2.0383","-0.0074"
"","8.2000","2.0433","-0.1221"
"","8.2200","2.0482","-0.1427"
"","8.2400","2.0533","0.0636"
"","8.2600","2.0583","0.1347"
"","8.2800","2.0633","-0.0777"
"","8.3000","2.0683","-0.1424"
"","8.3200","2.0733","-0.1733"
"","8.3400","2.0783","-0.1460"
"","8.3600","2.0833","-0.1862"
"","8.3800","2.0883","-0.0661"
"","8.4000","2.0933","-0.0025"
"","8.4200","2.0983","0.1889"
"","8.4400","2.1033","0.0872"
"","8.4600","2.1083","-0.0862"
"","8.4800","2.1133","-0.0510"
"","8.5000","2.1183","-0.0001"
"","8.5200","2.1233","-0.1927"
"","8.5400","2.1283","0.0494"
"","8.5600","2.1333","0.0752"
"","8.5800","2.1383","0.1401"
"","8.6000","2.1433","0.1337"
"","8.6200","2.1483","0.1141"
"","8.6400","2.1533","0.0493"
"","8.6600","2.1583","0.0080"
"","8.6800","2.1633","-0.0995"
"","8.7000","2.1683","0.0296"
"","8.7200","2.1733","0.2268"
"","8.7400","2.1783","0.0922"
"","8.7600","2.1833","-0.0643"
"","8.7800","2.1883","0.1063"
"","8.8000","2.1933","0.0757"
"","8.8200","2.1983","0.1376"
"","8.8400","2.2033","0.0626"
"","8.8600","2.2083","0.1994"
"","8.8800","2.2133","0.2510"
"","8.9000","2.2183","0.0745"
"","8.9200","2.2233","-0.0748"
"","8.9400","2.2283","0.2803"
"","8.9600","2.2333","0.2319"
"","8.9800","2.2383","0.0960"
"","9.0000","2.2433","-0.0916"
"","9.0200","2.2483","-0.1124"
"","9.0400","2.2533","-0.0265"
"","9.0600","2.2583","-0.0428"
"","9.0800","2.2633","-0.1281"
"","9.1000","2.2683","-0.0331"
"","9.1200","2.2733","0.0022"
"","9.1400","2.2783","-0.1039"
"","9.1600","2.2833","-0.1187"
"","9.1800","2.2883","-0.0127"
"","9.2000","2.2933","0.1435"
"","9.2200","2.2983","0.0258"
"","9.2400","2.3033","-0.0673"
"","9.2600","2.3083","-0.0416"
"","9.2800","2.3133","0.1429"
"","9.3000","2.3183","0.0330"
"","9.3200","2.3233","-0.1084"
"","9.3400","2.3283","-0.0479"
"","9.3600","2.3333","0.0138"
"","9.3800","2.3383","0.0211"
"","9.4000","2.3433","-0.2885"
"","9.4200","2.3483","-0.1907"
"","9.4400","2.3533","0.0026"
"","9.4600","2.3583","0.1048"
"","9.4800","2.3633","0.1338"
"","9.5000","2.3683","0.0322"
"","9.5200","2.3733","-0.1332"
"","9.5400","2.3783","-0.2587"
"","9.5600","2.3833","-0.2393"
"","9.5800","2.3883","-0.0554"
"","9.6000","2.3933","-0.0207"
"","9.6200","2.3983","-0.0181"
"","9.6400","2.4032","-0.0024"
"","9.6600","2.4083","0.0803"
"","9.6800","2.4133","0.0491"
"","9.7000","2.4183","0.0226"
"","9.7200","2.4233","-0.0118"
"","9.7400","2.4283","-0.0580"
"","9.7600","2.4333","-0.0244"
"","9.7800","2.4383","0.0544"
"","9.8000","2.4433","0.1700"
"","9.8200","2.4483","0.0571"
"","9.8400","2.4533","-0.0814"
"","9.8600","2.4583","-0.1347"
"","9.8800","2.4633","0.1641"
"","9.9000","2.4683","0.1790"
"","9.9200","2.4733","-0.0950"
"","9.9400","2.4783","-0.3304"
"","9.9600","2.4834","-0.1424"
"","9.9800","2.4883","0.0164"
"","10.0000","2.4933","0.1260"
"","10.0200","2.4983","0.1732"
"","10.0400","2.5033","-0.0428"
"","10.0600","2.5083","-0.2257"
"","10.0800","2.5133","-0.0511"
"","10.1000","2.5183","0.0309"
"","10.1200","2.5233","0.2675"
"","10.1400","2.5283","0.2946"
"","10.1600","2.5333","0.1346"
"","10.1800","2.5383","0.0527"
"","10.2000","2.5433","-0.1328"
"","10.2200","2.5483","-0.2054"
"","10.2400","2.5533","-0.0691"
"","10.2600","2.5583","0.0399"
"","10.2800","2.5633","0.0761"
"","10.3000","2.5683","-0.0142"
"","10.3200","2.5733","0.1193"
"","10.3400","2.5783","0.1546"
"","10.3600","2.5833","0.0020"
"","10.3800","2.5883","0.1240"
"","10.4000","2.5933","0.1196"
"","10.4200","2.5983","0.1651"
"","10.4400","2.6033","0.0119"
"","10.4600","2.6083","-0.0722"
"","10.4800","2.6133","0.0358"
"","10.5000","2.6183","-0.0353"
"","10.5200","2.6233","-0.0245"
"","10.5400","2.6283","0.0587"
"","10.5600","2.6333","0.0627"
"","10.5800","2.6383","-0.0477"
"","10.6000","2.6433","0.0638"
"","10.6200","2.6483","0.0273"
"","10.6400","2.6533","0.0529"
"","10.6600","2.6583","0.0763"
"","10.6800","2.6633","0.0904"
"","10.7000","2.6683","0.0708"
"","10.7200","2.6733","0.1338"
"","10.7400","2.6783","0.1835"
"","10.7600","2.6833","0.1544"
"","10.7800","2.6883","0.2599"
"","10.8000","2.6933","0.3466"
"","10.8200","2.6983","0.2503"
"","10.8400","2.7033","-0.0601"
"","10.8600","2.7083","-0.0864"
"","10.8800","2.7133","-0.0088"
"","10.9000","2.7183","0.1431"
"","10.9200","2.7233","0.1316"
"","10.9400","2.7283","-0.1575"
"","10.9600","2.7333","-0.3073"
"","10.9800","2.7383","-0.1181"
"","11.0000","2.7433","0.0282"
"","11.0200","2.7483","0.0920"
"","11.0400","2.7533","0.0552"
"","11.0600","2.7583","0.0472"
"","11.0800","2.7633","0.0080"
"","11.1000","2.7683","-0.0056"
"","11.1200","2.7733","0.1146"
"","11.1400","2.7783","-0.0473"
"","11.1600","2.7833","0.0601"
"","11.1800","2.7883","0.0156"
"","11.2000","2.7933","0.0780"
"","11.2200","2.7983","0.1067"
"","11.2400","2.8033","0.2116"
"","11.2600","2.8083","0.0515"
"","11.2800","2.8133","-0.1193"
"","11.3000","2.8183","-0.0608"
"","11.3200","2.8233","0.1022"
"","11.3400","2.8283","0.2417"
"","11.3600","2.8333","0.0431"
"","11.3800","2.8383","-0.0020"
"","11.4000","2.8433","-0.1461"
"","11.4200","2.8483","-0.0258"
"","11.4400","2.8533","-0.0765"
"","11.4600","2.8583","-0.1771"
"","11.4800","2.8633","-0.0853"
"","11.5000","2.8683","0.0346"
"","11.5200","2.8733","0.0001"
"","11.5400","2.8783","0.0354"
"","11.5600","2.8833","0.1353"
"","11.5800","2.8883","0.1692"
"","11.6000","2.8933","0.0993"
"","11.6200","2.8983","0.1175"
"","11.6400","2.9033","0.0135"
"","11.6600","2.9083","-0.0248"
"","11.6800","2.9133","-0.1169"
"","11.7000","2.9183","0.1302"
"","11.7200","2.9233","0.1087"
"","11.7400","2.9283","-0.0358"
"","11.7600","2.9333","-0.0616"
"","11.7800","2.9383","0.0059"
"","11.8000","2.9433","0.0545"
"","11.8200","2.9483","-0.0417"
"","11.8400","2.9533","0.1054"
"","11.8600","2.9583","0.1121"
"","11.8800","2.9633","0.1174"
"","11.9000","2.9683","0.1752"
"","11.9200","2.9733","-0.0042"
"","11.9400","2.9783","-0.0428"
"","11.9600","2.9833","0.1570"
"","11.9800","2.9883","0.3236"
"","12.0000","2.9933","0.3068"
"","12.0200","2.9983","0.1877"
"","12.0400","3.0033","0.1488"
"","12.0600","3.0083","-0.0320"
"","12.0800","3.0133","0.0220"
"","12.1000","3.0183","0.0703"
"","12.1200","3.0233","0.0503"
"","12.1400","3.0283","0.1470"
"","12.1600","3.0333","0.2352"
"","12.1800","3.0383","0.2146"
"","12.2000","3.0433","0.2893"
"","12.2200","3.0483","0.2951"
"","12.2400","3.0533","0.1901"
"","12.2600","3.0583","0.1100"
"","12.2800","3.0633","0.1664"
"","12.3000","3.0683","-0.0073"
"","12.3200","3.0733","-0.1036"
"","12.3400","3.0783","-0.1388"
"","12.3600","3.0833","-0.0066"
"","12.3800","3.0883","-0.0921"
"","12.4000","3.0933","-0.1012"
"","12.4200","3.0983","-0.1089"
"","12.4400","3.1033","-0.0570"
"","12.4600","3.1083","-0.0921"
"","12.4800","3.1133","-0.0327"
"","12.5000","3.1183","0.0096"
"","12.5200","3.1233","-0.0646"
"","12.5400","3.1283","0.0360"
"","12.5600","3.1333","-0.0201"
"","12.5800","3.1383","0.0792"
"","12.6000","3.1433","0.1184"
"","12.6200","3.1483","-0.1266"
"","12.6400","3.1533","-0.1981"
"","12.6600","3.1583","-0.1221"
"","12.6800","3.1633","-0.0302"
"","12.7000","3.1683","0.1391"
"","12.7200","3.1733","0.2591"
"","12.7400","3.1783","0.0909"
"","12.7600","3.1833","-0.1241"
"","12.7800","3.1883","-0.1310"
"","12.8000","3.1933","-0.0863"
"","12.8200","3.1983","-0.0577"
"","12.8400","3.2033","0.0882"
"","12.8600","3.2083","-0.0624"
"","12.8800","3.2133","-0.2221"
"","12.9000","3.2183","-0.0575"
"","12.9200","3.2233","-0.0084"
"","12.9400","3.2283","-0.0175"
"","12.9600","3.2333","-0.0688"
"","12.9800","3.2383","-0.0471"
"","13.0000","3.2433","-0.0960"
"","13.0200","3.2483","0.0040"
"","13.0400","3.2533","0.0050"
"","13.0600","3.2582","0.0986"
"","13.0800","3.2632","0.2015"
"","13.1000","3.2683","0.2290"
"","13.1200","3.2733","0.0678"
"","13.1400","3.2783","0.0651"
"","13.1600","3.2833","0.1929"
"","13.1800","3.2883","0.3572"
"","13.2000","3.2933","0.0338"
"","13.2200","3.2983","-0.0745"
"","13.2400","3.3033","-0.1714"
"","13.2600","3.3083","-0.0426"
"","13.2800","3.3133","0.0438"
"","13.3000","3.3183","0.1020"
"","13.3200","3.3233","-0.0009"
"","13.3400","3.3283","0.0314"
"","13.3600","3.3333","0.0868"
"","13.3800","3.3383","0.0033"
"","13.4000","3.3433","0.0530"
"","13.4200","3.3483","-0.0073"
"","13.4400","3.3533","0.0090"
"","13.4600","3.3583","0.0279"
"","13.4800","3.3633","-0.0828"
"","13.5000","3.3683","-0.1350"
"","13.5200","3.3733","-0.1203"
"","13.5400","3.3783","0.0483"
"","13.5600","3.3833","0.1335"
"","13.5800","3.3883","0.1654"
"","13.6000","3.3933","0.1141"
"","13.6200","3.3983","0.1576"
"","13.6400","3.4033","0.1199"
"","13.6600","3.4083","0.2038"
"","13.6800","3.4133","-0.1154"
"","13.7000","3.4183","-0.1548"
"","13.7200","3.4233","-0.2603"
"","13.7400","3.4283","0.0509"
"","13.7600","3.4333","0.0554"
"","13.7800","3.4383","-0.0373"
"","13.8000","3.4433","-0.1313"
"","13.8200","3.4483","-0.0989"
"","13.8400","3.4533","0.0861"
"","13.8600","3.4583","0.1873"
"","13.8800","3.4633","0.2552"
"","13.9000","3.4683","0.0170"
"","13.9200","3.4733","0.0622"
"","13.9400","3.4783","0.2256"
"","13.9600","3.4833","0.2255"
"","13.9800","3.4883","0.1180"
"","14.0000","3.4933","0.0007"
"","14.0200","3.4983","0.1790"
"","14.0400","3.5033","0.2298"
"","14.0600","3.5083","-0.0217"
"","14.0800","3.5133","-0.1748"
"","14.1000","3.5183","0.0862"
"","14.1200","3.5233","0.1658"
"","14.1400","3.5283","0.0373"
"","14.1600","3.5333","0.0380"
"","14.1800","3.5383","0.0683"
"","14.2000","3.5433","0.1367"
"","14.2200","3.5483","0.0397"
"","14.2400","3.5533","0.1520"
"","14.2600","3.5583","0.1420"
"","14.2800","3.5633","0.0366"
"","14.3000","3.5683","0.1055"
"","14.3200","3.5733","-0.0925"
"","14.3400","3.5783","-0.1652"
"","14.3600","3.5833","-0.2379"
"","14.3800","3.5883","-0.2112"
"","14.4000","3.5933","-0.0432"
"","14.4200","3.5983","0.1393"
"","14.4400","3.6033","0.0752"
"","14.4600","3.6083","-0.0626"
"","14.4800","3.6133","-0.0541"
"","14.5000","3.6183","0.1423"
"","14.5200","3.6233","-0.0517"
"","14.5400","3.6283","-0.1154"
"","14.5600","3.6333","-0.0415"
"","14.5800","3.6383","-0.0314"
"","14.6000","3.6433","0.0202"
"","14.6200","3.6483","0.1378"
"","14.6400","3.6533","0.2801"
"","14.6600","3.6583","0.1407"
"","14.6800","3.6633","0.1907"
"","14.7000","3.6683","0.0346"
"","14.7200","3.6733","0.0062"
"","14.7400","3.6783","0.0302"
"","14.7600","3.6833","0.2952"
"","14.7800","3.6883","0.1037"
"","14.8000","3.6933","0.0846"
"","14.8200","3.6983","0.0112"
"","14.8400","3.7033","0.0915"
"","14.8600","3.7083","-0.0885"
"","14.8800","3.7133","-0.1356"
"","14.9000","3.7183","-0.0646"
"","14.9200","3.7233","0.0448"
"","14.9400","3.7283","0.0281"
"","14.9600","3.7333","-0.1173"
"","14.9800","3.7383","-0.0362"
"","15.0000","3.7433","-0.0798"
"","15.0200","3.7483","-0.1115"
"","15.0400","3.7533","0.0349"
"","15.0600","3.7583","0.1758"
"","15.0800","3.7633","0.3218"
"","15.1000","3.7683","0.2159"
"","15.1200","3.7733","0.2656"
"","15.1400","3.7783","0.1934"
