Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0002"
"0.0200","0.0005","0.0000"
"0.0400","0.0032","0.0006"
"0.0600","0.0081","0.0015"
"0.0800","0.0117","0.0029"
"0.1000","0.0158","0.0040"
"0.1200","0.0210","0.0050"
"0.1400","0.0268","0.0067"
"0.1600","0.0324","0.0088"
"0.1800","0.0378","0.0112"
"0.2000","0.0430","0.0132"
"0.2200","0.0480","0.0145"
"0.2400","0.0530","0.0159"
"0.2600","0.0580","0.0175"
"0.2800","0.0631","0.0192"
"0.3000","0.0681","0.0210"
"0.3200","0.0731","0.0228"
"0.3400","0.0781","0.0245"
"0.3600","0.0831","0.0260"
"0.3800","0.0881","0.0275"
"0.4000","0.0931","0.0290"
"0.4200","0.0981","0.0308"
"0.4400","0.1031","0.0327"
"0.4600","0.1081","0.0341"
"0.4800","0.1131","0.0345"
"0.5000","0.1181","0.0345"
"0.5200","0.1231","0.0347"
"0.5400","0.1281","0.0350"
"0.5600","0.1331","0.0350"
"0.5800","0.1381","0.0347"
"0.6000","0.1431","0.0351"
"0.6200","0.1481","0.0359"
"0.6400","0.1531","0.0368"
"0.6600","0.1581","0.0377"
"0.6800","0.1631","0.0381"
"0.7000","0.1681","0.0384"
"0.7200","0.1731","0.0392"
"0.7400","0.1781","0.0402"
"0.7600","0.1831","0.0405"
"0.7800","0.1881","0.0406"
"0.8000","0.1931","0.0406"
"0.8200","0.1981","0.0409"
"0.8400","0.2031","0.0409"
"0.8600","0.2081","0.0408"
"0.8800","0.2131","0.0412"
"0.9000","0.2181","0.0419"
"0.9200","0.2231","0.0425"
"0.9400","0.2282","0.0430"
"0.9600","0.2332","0.0438"
"0.9800","0.2382","0.0446"
"1.0000","0.2431","0.0452"
"1.0200","0.2481","0.0457"
"1.0400","0.2531","0.0463"
"1.0600","0.2581","0.0471"
"1.0800","0.2631","0.0479"
"1.1000","0.2681","0.0489"
"1.1200","0.2731","0.0498"
"1.1400","0.2781","0.0508"
"1.1600","0.2831","0.0517"
"1.1800","0.2882","0.0526"
"1.2000","0.2932","0.0535"
"1.2200","0.2982","0.0544"
"1.2400","0.3032","0.0552"
"1.2600","0.3081","0.0562"
"1.2800","0.3132","0.0570"
"1.3000","0.3182","0.0580"
"1.3200","0.3232","0.0589"
"1.3400","0.3281","0.0598"
"1.3600","0.3332","0.0605"
"1.3800","0.3381","0.0613"
"1.4000","0.3432","0.0623"
"1.4200","0.3481","0.0637"
"1.4400","0.3531","0.0651"
"1.4600","0.3581","0.0667"
"1.4800","0.3632","0.0680"
"1.5000","0.3681","0.0695"
"1.5200","0.3731","0.0708"
"1.5400","0.3781","0.0722"
"1.5600","0.3831","0.0735"
"1.5800","0.3881","0.0749"
"1.6000","0.3932","0.0764"
"1.6200","0.3981","0.0780"
"1.6400","0.4031","0.0792"
"1.6600","0.4081","0.0805"
"1.6800","0.4131","0.0819"
"1.7000","0.4181","0.0834"
"1.7200","0.4231","0.0844"
"1.7400","0.4281","0.0856"
"1.7600","0.4331","0.0868"
"1.7800","0.4381","0.0881"
"1.8000","0.4431","0.0896"
"1.8200","0.4482","0.0909"
"1.8400","0.4532","0.0922"
"1.8600","0.4582","0.0937"
"1.8800","0.4632","0.0950"
"1.9000","0.4682","0.0963"
"1.9200","0.4731","0.0978"
"1.9400","0.4781","0.0993"
"1.9600","0.4831","0.1008"
"1.9800","0.4881","0.1021"
"2.0000","0.4931","0.1035"
"2.0200","0.4981","0.1051"
"2.0400","0.5032","0.1066"
"2.0600","0.5081","0.1082"
"2.0800","0.5132","0.1096"
"2.1000","0.5182","0.1111"
"2.1200","0.5232","0.1126"
"2.1400","0.5282","0.1137"
"2.1600","0.5332","0.1151"
"2.1800","0.5382","0.1170"
"2.2000","0.5432","0.1186"
"2.2200","0.5482","0.1200"
"2.2400","0.5532","0.1214"
"2.2600","0.5582","0.1225"
"2.2800","0.5632","0.1237"
"2.3000","0.5682","0.1253"
"2.3200","0.5731","0.1269"
"2.3400","0.5781","0.1285"
"2.3600","0.5831","0.1299"
"2.3800","0.5881","0.1314"
"2.4000","0.5931","0.1329"
"2.4200","0.5981","0.1343"
"2.4400","0.6031","0.1357"
"2.4600","0.6081","0.1370"
"2.4800","0.6131","0.1382"
"2.5000","0.6181","0.1398"
"2.5200","0.6231","0.1411"
"2.5400","0.6281","0.1424"
"2.5600","0.6331","0.1438"
"2.5800","0.6382","0.1453"
"2.6000","0.6431","0.1466"
"2.6200","0.6481","0.1481"
"2.6400","0.6532","0.1495"
"2.6600","0.6582","0.1508"
"2.6800","0.6632","0.1523"
"2.7000","0.6682","0.1541"
"2.7200","0.6731","0.1555"
"2.7400","0.6781","0.1569"
"2.7600","0.6831","0.1583"
"2.7800","0.6882","0.1596"
"2.8000","0.6932","0.1606"
"2.8200","0.6982","0.1619"
"2.8400","0.7032","0.1635"
"2.8600","0.7082","0.1649"
"2.8800","0.7131","0.1661"
"2.9000","0.7182","0.1673"
"2.9200","0.7232","0.1686"
"2.9400","0.7282","0.1698"
"2.9600","0.7331","0.1713"
"2.9800","0.7381","0.1727"
"3.0000","0.7431","0.1742"
"3.0200","0.7481","0.1757"
"3.0400","0.7531","0.1767"
"3.0600","0.7581","0.1778"
"3.0800","0.7631","0.1792"
"3.1000","0.7681","0.1806"
"3.1200","0.7731","0.1819"
"3.1400","0.7781","0.1835"
"3.1600","0.7831","0.1848"
"3.1800","0.7882","0.1857"
"3.2000","0.7931","0.1868"
"3.2200","0.7981","0.1881"
"3.2400","0.8031","0.1892"
"3.2600","0.8081","0.1903"
"3.2800","0.8131","0.1919"
"3.3000","0.8181","0.1932"
"3.3200","0.8231","0.1944"
"3.3400","0.8281","0.1956"
"3.3600","0.8331","0.1970"
"3.3800","0.8381","0.1983"
"3.4000","0.8431","0.1996"
"3.4200","0.8481","0.2009"
"3.4400","0.8531","0.2024"
"3.4600","0.8581","0.2036"
"3.4800","0.8631","0.2047"
"3.5000","0.8681","0.2059"
"3.5200","0.8731","0.2069"
"3.5400","0.8782","0.2081"
"3.5600","0.8832","0.2097"
"3.5800","0.8882","0.2109"
"3.6000","0.8932","0.2118"
"3.6200","0.8982","0.2130"
"3.6400","0.9032","0.2141"
"3.6600","0.9081","0.2154"
"3.6800","0.9131","0.2164"
"3.7000","0.9181","0.2175"
"3.7200","0.9232","0.2189"
"3.7400","0.9282","0.2202"
"3.7600","0.9332","0.2211"
"3.7800","0.9382","0.2225"
"3.8000","0.9432","0.2237"
"3.8200","0.9481","0.2249"
"3.8400","0.9531","0.2258"
"3.8600","0.9581","0.2269"
"3.8800","0.9631","0.2282"
"3.9000","0.9681","0.2294"
"3.9200","0.9731","0.2304"
"3.9400","0.9781","0.2313"
"3.9600","0.9832","0.2323"
"3.9800","0.9882","0.2335"
"4.0000","0.9932","0.2348"
"4.0200","0.9981","0.2357"
"4.0400","1.0031","0.2372"
"4.0600","1.0081","0.2382"
"4.0800","1.0131","0.2392"
"4.1000","1.0181","0.2403"
"4.1200","1.0231","0.2414"
"4.1400","1.0281","0.2425"
"4.1600","1.0331","0.2438"
"4.1800","1.0381","0.2451"
"4.2000","1.0431","0.2459"
"4.2200","1.0481","0.2469"
"4.2400","1.0531","0.2478"
"4.2600","1.0581","0.2490"
"4.2800","1.0631","0.2502"
"4.3000","1.0681","0.2513"
"4.3200","1.0731","0.2522"
"4.3400","1.0781","0.2534"
"4.3600","1.0831","0.2545"
"4.3800","1.0881","0.2558"
"4.4000","1.0931","0.2567"
"4.4200","1.0981","0.2576"
"4.4400","1.1031","0.2589"
"4.4600","1.1082","0.2598"
"4.4800","1.1132","0.2610"
"4.5000","1.1182","0.2622"
"4.5200","1.1232","0.2632"
"4.5400","1.1282","0.2642"
"4.5600","1.1331","0.2653"
"4.5800","1.1382","0.2662"
"4.6000","1.1432","0.2669"
"4.6200","1.1482","0.2677"
"4.6400","1.1532","0.2687"
"4.6600","1.1582","0.2698"
"4.6800","1.1632","0.2707"
"4.7000","1.1682","0.2716"
"4.7200","1.1732","0.2726"
"4.7400","1.1782","0.2739"
"4.7600","1.1831","0.2748"
"4.7800","1.1881","0.2757"
"4.8000","1.1931","0.2766"
"4.8200","1.1982","0.2778"
"4.8400","1.2032","0.2786"
"4.8600","1.2082","0.2796"
"4.8800","1.2131","0.2806"
"4.9000","1.2181","0.2816"
"4.9200","1.2231","0.2823"
"4.9400","1.2281","0.2831"
"4.9600","1.2332","0.2841"
"4.9800","1.2382","0.2851"
"5.0000","1.2431","0.2860"
"5.0200","1.2481","0.2869"
"5.0400","1.2531","0.2879"
"5.0600","1.2581","0.2888"
"5.0800","1.2631","0.2895"
"5.1000","1.2681","0.2904"
"5.1200","1.2731","0.2915"
"5.1400","1.2781","0.2924"
"5.1600","1.2831","0.2932"
"5.1800","1.2881","0.2941"
"5.2000","1.2931","0.2949"
"5.2200","1.2981","0.2956"
"5.2400","1.3031","0.2965"
"5.2600","1.3081","0.2976"
"5.2800","1.3132","0.2984"
"5.3000","1.3182","0.2994"
"5.3200","1.3232","0.3005"
"5.3400","1.3282","0.3014"
"5.3600","1.3331","0.3021"
"5.3800","1.3381","0.3029"
"5.4000","1.3431","0.3038"
"5.4200","1.3481","0.3049"
"5.4400","1.3532","0.3057"
"5.4600","1.3581","0.3067"
"5.4800","1.3631","0.3077"
"5.5000","1.3681","0.3085"
"5.5200","1.3731","0.3094"
"5.5400","1.3781","0.3104"
"5.5600","1.3831","0.3114"
"5.5800","1.3881","0.3120"
"5.6000","1.3932","0.3126"
"5.6200","1.3981","0.3135"
"5.6400","1.4031","0.3141"
"5.6600","1.4081","0.3147"
"5.6800","1.4131","0.3152"
"5.7000","1.4181","0.3161"
"5.7200","1.4231","0.3171"
"5.7400","1.4281","0.3179"
"5.7600","1.4332","0.3185"
"5.7800","1.4382","0.3193"
"5.8000","1.4432","0.3199"
"5.8200","1.4482","0.3205"
"5.8400","1.4532","0.3214"
"5.8600","1.4582","0.3220"
"5.8800","1.4632","0.3229"
"5.9000","1.4682","0.3238"
"5.9200","1.4732","0.3247"
"5.9400","1.4781","0.3254"
"5.9600","1.4832","0.3261"
"5.9800","1.4882","0.3270"
"6.0000","1.4932","0.3277"
"6.0200","1.4982","0.3285"
"6.0400","1.5032","0.3292"
"6.0600","1.5082","0.3295"
"6.0800","1.5132","0.3300"
"6.1000","1.5182","0.3308"
"6.1200","1.5232","0.3316"
"6.1400","1.5282","0.3325"
"6.1600","1.5332","0.3332"
"6.1800","1.5382","0.3337"
"6.2000","1.5432","0.3343"
"6.2200","1.5482","0.3350"
"6.2400","1.5532","0.3358"
"6.2600","1.5582","0.3366"
"6.2800","1.5631","0.3373"
"6.3000","1.5682","0.3380"
"6.3200","1.5732","0.3386"
"6.3400","1.5782","0.3390"
"6.3600","1.5832","0.3397"
"6.3800","1.5882","0.3405"
"6.4000","1.5931","0.3414"
"6.4200","1.5981","0.3421"
"6.4400","1.6031","0.3425"
"6.4600","1.6081","0.3431"
"6.4800","1.6131","0.3439"
"6.5000","1.6181","0.3446"
"6.5200","1.6231","0.3452"
"6.5400","1.6281","0.3457"
"6.5600","1.6331","0.3463"
"6.5800","1.6381","0.3470"
"6.6000","1.6431","0.3477"
"6.6200","1.6481","0.3481"
"6.6400","1.6531","0.3486"
"6.6600","1.6581","0.3495"
"6.6800","1.6631","0.3502"
"6.7000","1.6681","0.3506"
"6.7200","1.6731","0.3513"
"6.7400","1.6781","0.3517"
"6.7600","1.6831","0.3523"
"6.7800","1.6882","0.3530"
"6.8000","1.6931","0.3537"
"6.8200","1.6982","0.3543"
"6.8400","1.7032","0.3548"
"6.8600","1.7082","0.3558"
"6.8800","1.7132","0.3564"
"6.9000","1.7182","0.3567"
"6.9200","1.7232","0.3572"
"6.9400","1.7282","0.3582"
"6.9600","1.7331","0.3587"
"6.9800","1.7382","0.3592"
"7.0000","1.7432","0.3598"
"7.0200","1.7482","0.3604"
"7.0400","1.7532","0.3611"
"7.0600","1.7582","0.3617"
"7.0800","1.7632","0.3621"
"7.1000","1.7682","0.3626"
"7.1200","1.7732","0.3632"
"7.1400","1.7782","0.3639"
"7.1600","1.7832","0.3644"
"7.1800","1.7882","0.3651"
"7.2000","1.7932","0.3656"
"7.2200","1.7982","0.3661"
"7.2400","1.8032","0.3664"
"7.2600","1.8082","0.3672"
"7.2800","1.8132","0.3680"
"7.3000","1.8182","0.3686"
"7.3200","1.8232","0.3692"
"7.3400","1.8281","0.3696"
"7.3600","1.8332","0.3701"
"7.3800","1.8382","0.3707"
"7.4000","1.8432","0.3710"
"7.4200","1.8482","0.3714"
"7.4400","1.8531","0.3721"
"7.4600","1.8581","0.3725"
"7.4800","1.8631","0.3730"
"7.5000","1.8681","0.3736"
"7.5200","1.8731","0.3742"
"7.5400","1.8781","0.3749"
"7.5600","1.8832","0.3755"
"7.5800","1.8882","0.3759"
"7.6000","1.8932","0.3765"
"7.6200","1.8982","0.3769"
"7.6400","1.9032","0.3774"
"7.6600","1.9081","0.3779"
"7.6800","1.9132","0.3784"
"7.7000","1.9181","0.3789"
"7.7200","1.9232","0.3795"
"7.7400","1.9282","0.3799"
"7.7600","1.9332","0.3802"
"7.7800","1.9382","0.3809"
"7.8000","1.9432","0.3814"
"7.8200","1.9482","0.3819"
"7.8400","1.9531","0.3824"
"7.8600","1.9581","0.3828"
"7.8800","1.9632","0.3832"
"7.9000","1.9682","0.3837"
"7.9200","1.9732","0.3843"
"7.9400","1.9782","0.3846"
"7.9600","1.9832","0.3849"
"7.9800","1.9881","0.3855"
"8.0000","1.9931","0.3860"
"8.0200","1.9981","0.3865"
"8.0400","2.0031","0.3868"
"8.0600","2.0082","0.3872"
"8.0800","2.0132","0.3878"
"8.1000","2.0182","0.3884"
"8.1200","2.0232","0.3887"
"8.1400","2.0282","0.3889"
"8.1600","2.0331","0.3893"
"8.1800","2.0381","0.3900"
"8.2000","2.0431","0.3906"
"8.2200","2.0481","0.3912"
"8.2400","2.0531","0.3917"
"8.2600","2.0582","0.3922"
"8.2800","2.0631","0.3926"
"8.3000","2.0681","0.3931"
"8.3200","2.0731","0.3936"
"8.3400","2.0781","0.3940"
"8.3600","2.0831","0.3943"
"8.3800","2.0881","0.3948"
"8.4000","2.0931","0.3953"
"8.4200","2.0981","0.3958"
"8.4400","2.1031","0.3964"
"8.4600","2.1082","0.3968"
"8.4800","2.1132","0.3969"
"8.5000","2.1182","0.3972"
"8.5200","2.1231","0.3976"
"8.5400","2.1281","0.3981"
"8.5600","2.1331","0.3984"
"8.5800","2.1381","0.3988"
"8.6000","2.1431","0.3993"
"8.6200","2.1482","0.3997"
"8.6400","2.1532","0.4000"
"8.6600","2.1582","0.4007"
"8.6800","2.1632","0.4012"
"8.7000","2.1682","0.4015"
"8.7200","2.1732","0.4017"
"8.7400","2.1782","0.4021"
"8.7600","2.1831","0.4026"
"8.7800","2.1882","0.4030"
"8.8000","2.1932","0.4033"
"8.8200","2.1982","0.4037"
"8.8400","2.2032","0.4044"
"8.8600","2.2081","0.4048"
"8.8800","2.2131","0.4054"
"8.9000","2.2181","0.4056"
"8.9200","2.2231","0.4058"
"8.9400","2.2281","0.4063"
"8.9600","2.2332","0.4067"
"8.9800","2.2382","0.4070"
"9.0000","2.2432","0.4076"
"9.0200","2.2482","0.4082"
"9.0400","2.2531","0.4085"
"9.0600","2.2581","0.4092"
"9.0800","2.2631","0.4095"
"9.1000","2.2681","0.4098"
"9.1200","2.2732","0.4101"
"9.1400","2.2782","0.4106"
"9.1600","2.2832","0.4111"
"9.1800","2.2881","0.4115"
"9.2000","2.2931","0.4119"
"9.2200","2.2981","0.4123"
"9.2400","2.3031","0.4128"
"9.2600","2.3081","0.4133"
"9.2800","2.3132","0.4135"
"9.3000","2.3181","0.4135"
"9.3200","2.3231","0.4139"
"9.3400","2.3281","0.4145"
"9.3600","2.3331","0.4149"
"9.3800","2.3381","0.4153"
"9.4000","2.3431","0.4155"
"9.4200","2.3481","0.4160"
"9.4400","2.3532","0.4164"
"9.4600","2.3582","0.4169"
"9.4800","2.3632","0.4174"
"9.5000","2.3682","0.4176"
"9.5200","2.3732","0.4179"
"9.5400","2.3782","0.4182"
"9.5600","2.3832","0.4186"
"9.5800","2.3882","0.4188"
"9.6000","2.3932","0.4192"
"9.6200","2.3982","0.4195"
"9.6400","2.4032","0.4198"
"9.6600","2.4081","0.4200"
"9.6800","2.4132","0.4204"
"9.7000","2.4181","0.4208"
"9.7200","2.4232","0.4211"
"9.7400","2.4281","0.4215"
"9.7600","2.4332","0.4218"
"9.7800","2.4382","0.4221"
"9.8000","2.4432","0.4226"
"9.8200","2.4482","0.4231"
"9.8400","2.4531","0.4235"
"9.8600","2.4581","0.4237"
"9.8800","2.4631","0.4240"
"9.9000","2.4681","0.4243"
"9.9200","2.4732","0.4247"
"9.9400","2.4782","0.4252"
"9.9600","2.4832","0.4255"
"9.9800","2.4882","0.4258"
"10.0000","2.4932","0.4263"
"10.0200","2.4981","0.4267"
"10.0400","2.5032","0.4270"
"10.0600","2.5082","0.4273"
"10.0800","2.5132","0.4274"
"10.1000","2.5182","0.4278"
"10.1200","2.5231","0.4282"
"10.1400","2.5282","0.4285"
"10.1600","2.5331","0.4288"
"10.1800","2.5382","0.4293"
"10.2000","2.5432","0.4297"
"10.2200","2.5482","0.4301"
"10.2400","2.5531","0.4305"
"10.2600","2.5581","0.4307"
"10.2800","2.5631","0.4311"
"10.3000","2.5682","0.4312"
"10.3200","2.5732","0.4316"
"10.3400","2.5782","0.4321"
"10.3600","2.5832","0.4326"
"10.3800","2.5882","0.4329"
"10.4000","2.5931","0.4332"
"10.4200","2.5981","0.4335"
"10.4400","2.6031","0.4337"
"10.4600","2.6081","0.4341"
"10.4800","2.6132","0.4343"
"10.5000","2.6182","0.4347"
"10.5200","2.6232","0.4351"
"10.5400","2.6282","0.4354"
"10.5600","2.6331","0.4356"
"10.5800","2.6381","0.4360"
"10.6000","2.6432","0.4364"
"10.6200","2.6482","0.4369"
"10.6400","2.6532","0.4372"
"10.6600","2.6582","0.4374"
"10.6800","2.6632","0.4376"
"10.7000","2.6682","0.4380"
"10.7200","2.6731","0.4385"
"10.7400","2.6781","0.4389"
"10.7600","2.6831","0.4391"
"10.7800","2.6882","0.4391"
"10.8000","2.6932","0.4394"
"10.8200","2.6982","0.4398"
"10.8400","2.7032","0.4401"
"10.8600","2.7082","0.4405"
"10.8800","2.7132","0.4408"
"10.9000","2.7182","0.4410"
"10.9200","2.7232","0.4415"
"10.9400","2.7282","0.4420"
"10.9600","2.7332","0.4425"
"10.9800","2.7381","0.4428"
"11.0000","2.7432","0.4428"
"11.0200","2.7482","0.4431"
"11.0400","2.7532","0.4435"
"11.0600","2.7582","0.4436"
"11.0800","2.7631","0.4440"
"11.1000","2.7682","0.4443"
"11.1200","2.7732","0.4446"
"11.1400","2.7782","0.4450"
"11.1600","2.7832","0.4453"
"11.1800","2.7882","0.4456"
"11.2000","2.7932","0.4458"
"11.2200","2.7981","0.4462"
"11.2400","2.8032","0.4465"
"11.2600","2.8082","0.4466"
"11.2800","2.8132","0.4468"
"11.3000","2.8182","0.4472"
"11.3200","2.8232","0.4474"
"11.3400","2.8281","0.4479"
"11.3600","2.8332","0.4482"
"11.3800","2.8381","0.4485"
"11.4000","2.8431","0.4486"
"11.4200","2.8481","0.4488"
"11.4400","2.8531","0.4491"
"11.4600","2.8582","0.4494"
"11.4800","2.8632","0.4497"
"11.5000","2.8682","0.4499"
"11.5200","2.8732","0.4502"
"11.5400","2.8782","0.4507"
"11.5600","2.8832","0.4510"
"11.5800","2.8882","0.4511"
"11.6000","2.8932","0.4514"
"11.6200","2.8982","0.4520"
"11.6400","2.9032","0.4523"
"11.6600","2.9082","0.4524"
"11.6800","2.9132","0.4526"
"11.7000","2.9181","0.4528"
"11.7200","2.9232","0.4529"
"11.7400","2.9282","0.4533"
"11.7600","2.9332","0.4536"
"11.7800","2.9381","0.4540"
"11.8000","2.9431","0.4542"
"11.8200","2.9481","0.4546"
"11.8400","2.9531","0.4548"
"11.8600","2.9582","0.4553"
"11.8800","2.9632","0.4556"
"11.9000","2.9681","0.4558"
"11.9200","2.9731","0.4560"
"11.9400","2.9781","0.4562"
"11.9600","2.9831","0.4565"
"11.9800","2.9881","0.4568"
"12.0000","2.9931","0.4573"
"12.0200","2.9981","0.4575"
"12.0400","3.0032","0.4578"
"12.0600","3.0082","0.4581"
"12.0800","3.0131","0.4585"
"12.1000","3.0181","0.4589"
"12.1200","3.0231","0.4591"
"12.1400","3.0281","0.4592"
"12.1600","3.0331","0.4594"
"12.1800","3.0381","0.4597"
"12.2000","3.0432","0.4602"
"12.2200","3.0482","0.4603"
"12.2400","3.0532","0.4606"
"12.2600","3.0581","0.4609"
"12.2800","3.0631","0.4614"
"12.3000","3.0681","0.4617"
"12.3200","3.0731","0.4619"
"12.3400","3.0781","0.4621"
"12.3600","3.0832","0.4624"
"12.3800","3.0882","0.4628"
"12.4000","3.0932","0.4633"
"12.4200","3.0982","0.4636"
"12.4400","3.1032","0.4639"
"12.4600","3.1082","0.4641"
"12.4800","3.1132","0.4645"
"12.5000","3.1182","0.4643"
"12.5200","3.1232","0.4646"
"12.5400","3.1282","0.4650"
"12.5600","3.1332","0.4653"
"12.5800","3.1382","0.4658"
"12.6000","3.1432","0.4662"
"12.6200","3.1482","0.4664"
"12.6400","3.1532","0.4666"
"12.6600","3.1582","0.4670"
"12.6800","3.1632","0.4671"
"12.7000","3.1682","0.4673"
"12.7200","3.1732","0.4677"
"12.7400","3.1782","0.4680"
"12.7600","3.1831","0.4682"
"12.7800","3.1881","0.4684"
"12.8000","3.1931","0.4688"
"12.8200","3.1981","0.4691"
"12.8400","3.2031","0.4692"
"12.8600","3.2082","0.4695"
"12.8800","3.2131","0.4697"
"12.9000","3.2181","0.4699"
"12.9200","3.2231","0.4700"
"12.9400","3.2281","0.4703"
"12.9600","3.2331","0.4705"
"12.9800","3.2381","0.4710"
"13.0000","3.2431","0.4712"
"13.0200","3.2481","0.4716"
"13.0400","3.2532","0.4720"
"13.0600","3.2581","0.4724"
"13.0800","3.2631","0.4725"
"13.1000","3.2681","0.4726"
"13.1200","3.2731","0.4727"
"13.1400","3.2781","0.4731"
"13.1600","3.2831","0.4733"
"13.1800","3.2881","0.4737"
"13.2000","3.2931","0.4739"
"13.2200","3.2981","0.4740"
"13.2400","3.3032","0.4743"
"13.2600","3.3082","0.4747"
"13.2800","3.3132","0.4750"
"13.3000","3.3182","0.4754"
"13.3200","3.3232","0.4757"
"13.3400","3.3281","0.4757"
"13.3600","3.3331","0.4760"
"13.3800","3.3381","0.4761"
"13.4000","3.3432","0.4764"
"13.4200","3.3482","0.4766"
"13.4400","3.3531","0.4767"
"13.4600","3.3581","0.4769"
"13.4800","3.3631","0.4774"
"13.5000","3.3681","0.4778"
"13.5200","3.3731","0.4781"
"13.5400","3.3781","0.4782"
"13.5600","3.3831","0.4783"
"13.5800","3.3881","0.4785"
"13.6000","3.3931","0.4788"
"13.6200","3.3981","0.4790"
"13.6400","3.4031","0.4794"
"13.6600","3.4081","0.4796"
"13.6800","3.4131","0.4801"
"13.7000","3.4181","0.4803"
"13.7200","3.4231","0.4806"
"13.7400","3.4281","0.4809"
"13.7600","3.4331","0.4811"
"13.7800","3.4381","0.4813"
"13.8000","3.4431","0.4815"
"13.8200","3.4481","0.4817"
"13.8400","3.4532","0.4819"
"13.8600","3.4581","0.4820"
"13.8800","3.4631","0.4822"
"13.9000","3.4681","0.4826"
"13.9200","3.4732","0.4828"
"13.9400","3.4782","0.4829"
"13.9600","3.4832","0.4831"
"13.9800","3.4882","0.4834"
"14.0000","3.4932","0.4837"
"14.0200","3.4982","0.4839"
"14.0400","3.5032","0.4844"
"14.0600","3.5082","0.4847"
"14.0800","3.5132","0.4847"
"14.1000","3.5182","0.4850"
"14.1200","3.5232","0.4853"
"14.1400","3.5282","0.4853"
"14.1600","3.5332","0.4855"
"14.1800","3.5382","0.4857"
"14.2000","3.5432","0.4859"
"14.2200","3.5482","0.4863"
"14.2400","3.5531","0.4865"
"14.2600","3.5581","0.4866"
"14.2800","3.5631","0.4868"
"14.3000","3.5681","0.4870"
"14.3200","3.5731","0.4873"
"14.3400","3.5781","0.4876"
"14.3600","3.5831","0.4877"
"14.3800","3.5882","0.4879"
"14.4000","3.5931","0.4885"
"14.4200","3.5981","0.4889"
"14.4400","3.6031","0.4891"
"14.4600","3.6081","0.4892"
"14.4800","3.6131","0.4894"
"14.5000","3.6181","0.4895"
"14.5200","3.6231","0.4899"
"14.5400","3.6281","0.4900"
"14.5600","3.6331","0.4903"
"14.5800","3.6381","0.4904"
"14.6000","3.6431","0.4906"
"14.6200","3.6481","0.4907"
"14.6400","3.6531","0.4910"
"14.6600","3.6581","0.4912"
"14.6800","3.6631","0.4915"
"14.7000","3.6682","0.4918"
"14.7200","3.6731","0.4922"
"14.7400","3.6781","0.4924"
"14.7600","3.6831","0.4923"
"14.7800","3.6881","0.4924"
"14.8000","3.6932","0.4928"
"14.8200","3.6982","0.4932"
"14.8400","3.7031","0.4935"
"14.8600","3.7081","0.4937"
"14.8800","3.7131","0.4936"
"14.9000","3.7182","0.4941"
"14.9200","3.7232","0.4942"
"14.9400","3.7282","0.4944"
"14.9600","3.7332","0.4946"
